Protein,Hydropathy,Net Charge,Aromaticity,Neutral Charge,IsoelectricPoint,LengthAminoAcids,Instability,Gravy,Molecular Weight,Helix,Turn,Sheets
A0A0A0MS15,-0.010084033613445141,0.19327731092436976,0.12605042016806722,2.4799395215549396,8.841919517517091,119,46.322689075630244,-0.010084033613445141,13055.784499999983,0.3277310924369748,0.24369747899159663,0.23529411764705885
A0A0A0MT36,-0.19035087719298244,0.14035087719298245,0.08771929824561403,-0.33839503318629305,6.703045082092285,114,73.68859649122804,-0.19035087719298244,12339.74149999999,0.2894736842105263,0.32456140350877194,0.20175438596491227
A0A0A0MT89,-0.5333333333333332,0.25,0.16666666666666666,0.7609140741645111,8.591073036193851,12,1.7500000000000013,-0.5333333333333332,1393.5857999999998,0.3333333333333333,0.16666666666666666,0.08333333333333333
A0A0B4J1V0,-0.09579831932773096,0.19327731092436976,0.1092436974789916,2.4782698203215734,8.842306327819824,119,36.35966386554621,-0.09579831932773096,12925.638099999982,0.3025210084033613,0.2605042016806723,0.23529411764705882
A0A0B4J1V1,0.0316239316239318,0.17094017094017094,0.11965811965811966,1.479817761614095,8.486054039001466,117,44.112820512820505,0.0316239316239318,12839.462299999985,0.3418803418803419,0.2991452991452992,0.2564102564102564
A0A0B4J1V2,0.019327731092437003,0.16806722689075632,0.07563025210084033,1.563642547501951,8.487923622131351,119,21.268067226890754,0.019327731092437003,13182.117399999985,0.31932773109243695,0.23529411764705882,0.24369747899159663
A0A0B4J1V6,-0.027731092436974653,0.17647058823529413,0.10924369747899161,4.563192486796471,9.2998384475708,119,35.20084033613445,-0.027731092436974653,12857.527499999978,0.3025210084033614,0.26050420168067223,0.25210084033613445
A0A0B4J1X5,0.01282051282051298,0.1623931623931624,0.11965811965811966,2.564489788860106,8.905678749084473,117,39.89572649572649,0.01282051282051298,12839.470499999981,0.3333333333333333,0.28205128205128205,0.23076923076923078
A0A0B4J1Y8,-0.12357723577235766,0.14634146341463414,0.08130081300813008,-0.33898397307981476,6.702135658264161,123,21.312195121951206,-0.12357723577235766,13023.524399999991,0.30081300813008127,0.34959349593495936,0.2113821138211382
A0A0B4J1Y9,-0.1857142857142856,0.19327731092436976,0.11764705882352942,0.5692334717483671,7.689144706726076,119,43.06806722689075,-0.1857142857142856,13202.79109999998,0.31932773109243695,0.25210084033613445,0.23529411764705882
A0A0B4J2D9,-0.007692307692307663,0.1282051282051282,0.09401709401709402,0.4738344383979456,7.679823112487794,117,48.30512820512821,-0.007692307692307663,12569.149799999992,0.29914529914529914,0.3076923076923077,0.24786324786324787
A0A0B4J2H0,-0.02136752136752133,0.15384615384615385,0.11965811965811966,1.4879272905388952,8.637232398986818,117,40.13418803418802,-0.02136752136752133,12660.17899999999,0.2991452991452992,0.24786324786324787,0.2222222222222222
A0A0C4DH24,-0.18684210526315798,0.14035087719298245,0.09649122807017543,-0.33839503318629305,6.703045082092285,114,67.66929824561403,-0.18684210526315798,12429.863999999989,0.2982456140350877,0.3157894736842105,0.20175438596491227
A0A0C4DH25,-0.0396551724137931,0.13793103448275862,0.10344827586206896,-4.506834184584414,4.455972480773925,116,50.820689655172394,-0.0396551724137931,12514.918799999989,0.3103448275862069,0.3017241379310345,0.27586206896551724
A0A0C4DH29,-0.3094017094017094,0.17094017094017094,0.11965811965811965,5.657447203276856,9.593749809265137,117,31.07777777777777,-0.3094017094017094,13007.584599999991,0.2735042735042735,0.2222222222222222,0.2393162393162393
A0A0C4DH30,-0.26495726495726485,0.21367521367521367,0.11111111111111112,6.567260251233309,9.776388740539549,117,48.33162393162394,-0.26495726495726485,13069.751299999985,0.3162393162393162,0.29914529914529914,0.2136752136752137
A0A0C4DH31,-0.21196581196581193,0.1452991452991453,0.11965811965811965,2.5686033137889037,8.975175666809083,117,25.04957264957265,-0.21196581196581193,12820.290499999988,0.28205128205128205,0.2393162393162393,0.23076923076923078
A0A0C4DH32,-0.0589743589743589,0.1794871794871795,0.11111111111111112,0.5694200127721611,7.707219505310059,117,31.101709401709396,-0.0589743589743589,12673.210499999986,0.3162393162393162,0.2991452991452992,0.23931623931623933
A0A0C4DH33,-0.2179487179487179,0.20512820512820512,0.09401709401709402,-4.336820655410774,5.041470909118652,117,39.76153846153846,-0.2179487179487179,12824.35579999999,0.2649572649572649,0.18803418803418803,0.27350427350427353
A0A0C4DH34,-0.005128205128205186,0.1282051282051282,0.1452991452991453,4.562684088777849,9.358955955505369,117,27.899145299145285,-0.005128205128205186,13123.89629999999,0.37606837606837606,0.2991452991452992,0.19658119658119658
A0A0C4DH35,-0.08803418803418794,0.1623931623931624,0.11111111111111112,0.6564724410859064,7.735866355895996,117,31.29658119658119,-0.08803418803418794,12810.283599999984,0.3247863247863248,0.29914529914529914,0.22222222222222224
A0A0C4DH38,0.029059829059829224,0.15384615384615385,0.1111111111111111,1.4723605952105192,8.445567893981934,117,29.631623931623924,0.029059829059829224,12674.412599999989,0.3162393162393162,0.27350427350427353,0.23931623931623933
A0A0C4DH41,-0.029661016949152616,0.1271186440677966,0.13559322033898305,4.564373789811214,9.358955955505369,118,28.938983050847444,-0.029661016949152616,13065.749499999985,0.3644067796610169,0.3135593220338983,0.19491525423728812
A0A0C4DH42,0.08534482758620725,0.15517241379310345,0.1206896551724138,1.4671163094418738,8.383678245544434,116,40.086206896551715,0.08534482758620725,12698.357399999986,0.3448275862068966,0.28448275862068967,0.23275862068965517
A0A0C4DH43,0.02184873949579844,0.18487394957983194,0.08403361344537816,1.475198719219481,8.501139640808105,119,19.80932773109244,0.02184873949579844,13312.30709999998,0.32773109243697474,0.21008403361344538,0.226890756302521
A0A0C4DH55,-0.19327731092436973,0.12605042016806722,0.12605042016806722,-1.4245902202418828,5.6357225418090815,119,49.25042016806722,-0.19327731092436973,13147.656699999981,0.3025210084033613,0.3025210084033613,0.23529411764705882
A0A0C4DH67,-0.031304347826086966,0.11304347826086956,0.1217391304347826,4.455874461549032,9.207519721984863,115,58.24434782608696,-0.031304347826086966,12537.175699999993,0.30434782608695654,0.28695652173913044,0.22608695652173913
A0A0C4DH68,-0.025833333333333357,0.13333333333333333,0.08333333333333334,1.572887618949542,8.736707115173338,120,44.45583333333332,-0.025833333333333357,13078.864399999988,0.31666666666666665,0.31666666666666665,0.21666666666666667
A0A0C4DH69,0.005982905982906026,0.11965811965811966,0.10256410256410257,1.4717146764591007,8.51661205291748,117,54.48974358974359,0.005982905982906026,12714.393799999987,0.3162393162393162,0.2905982905982906,0.24786324786324787
A0A0C4DH72,-0.09316239316239315,0.13675213675213677,0.09401709401709402,1.4711357364655768,8.516418647766113,117,59.13931623931624,-0.09316239316239315,12697.348399999988,0.2991452991452991,0.29914529914529914,0.2393162393162393
A0A0C4DH73,-0.047863247863247846,0.11965811965811966,0.10256410256410256,1.4720229774237357,8.550200080871583,117,58.208547008547015,-0.047863247863247846,12645.22909999999,0.29059829059829057,0.3162393162393162,0.2136752136752137
A0A0G2JMI3,-0.13846153846153836,0.20512820512820512,0.10256410256410256,-6.337687896568932,4.717374992370605,117,37.45897435897436,-0.13846153846153836,12870.39599999999,0.29059829059829057,0.1623931623931624,0.27350427350427353
A0A0J9YVY3,-0.047008547008547015,0.1282051282051282,0.13675213675213677,2.5585905636490516,8.862678337097169,117,16.45128205128205,-0.047008547008547015,12848.42939999999,0.3076923076923077,0.23931623931623933,0.23076923076923075
A0A0J9YX35,0.024786324786324913,0.1623931623931624,0.11965811965811966,0.5643232476363149,7.682324028015138,117,46.97777777777779,0.024786324786324913,12822.428499999987,0.3418803418803419,0.28205128205128205,0.23931623931623933
A0A0J9YXX1,-0.04871794871794861,0.15384615384615385,0.1111111111111111,1.560523784564106,8.460137748718264,117,33.55470085470085,-0.04871794871794861,12772.433099999987,0.3076923076923077,0.28205128205128205,0.23931623931623933
A0A2R8Y4L2,-0.9040625000000011,0.246875,0.10625000000000001,5.3094818494717515,9.050990486145018,320,43.44937499999997,-0.9040625000000011,34299.854899999955,0.209375,0.3875,0.1375
A0A2R8Y619,-0.634426229508197,0.2540983606557377,0.06557377049180328,12.658733822562631,10.099310874938961,122,46.34999999999998,-0.634426229508197,13491.324299999984,0.22950819672131145,0.2459016393442623,0.2459016393442623
A0A8I5KQE6,-0.30508474576271205,0.22033898305084745,0.09491525423728814,-15.014625404537846,4.784160804748535,295,37.645796610169484,-0.30508474576271205,32908.71080000006,0.28135593220338984,0.2,0.3016949152542373
A0M8Q6,-0.4575471698113207,0.18867924528301888,0.0660377358490566,1.914653764305596,8.503653907775881,106,65.96698113207546,-0.4575471698113207,11253.463099999999,0.22641509433962265,0.3113207547169812,0.22641509433962265
A2NJV5,0.019999999999999955,0.13333333333333333,0.09166666666666667,-0.3410937351186618,6.699918937683106,120,42.184999999999974,0.019999999999999955,13084.900399999993,0.3333333333333333,0.31666666666666665,0.225
A5A3E0,-0.679441860465118,0.28186046511627905,0.05767441860465117,-22.585193535723448,5.824882698059082,1075,45.292939534883985,-0.679441860465118,121443.29360000063,0.24093023255813956,0.23069767441860464,0.2753488372093023
A6ND36,-0.696597812879708,0.25759416767922233,0.061968408262454436,-12.375338636970298,5.965331840515137,823,55.35931956257621,-0.696597812879708,90833.8864000004,0.23693803159173754,0.2891859052247874,0.24058323207776428
A6NE02,-0.07322175732217567,0.17573221757322174,0.08995815899581591,5.184927435097869,8.911223030090333,478,49.76255230125529,-0.07322175732217567,52470.108600000145,0.3179916317991632,0.21966527196652721,0.3284518828451883
A6NHL2,-0.17376681614349798,0.2219730941704036,0.09192825112107623,-12.15349974127573,5.68045482635498,446,38.14977578475336,-0.17376681614349798,49908.18400000011,0.30269058295964124,0.20627802690582958,0.26681614349775784
A6NMY6,-0.5466076696165195,0.30973451327433627,0.07964601769911504,-1.1320459245332941,6.491888236999511,339,36.97522123893805,-0.5466076696165195,38658.5562,0.30383480825958703,0.18289085545722714,0.24778761061946902
A8MTL9,-0.04748201438848905,0.18705035971223022,0.11510791366906474,-2.43006294776446,5.271839332580566,139,39.78215827338129,-0.04748201438848905,15355.205099999983,0.3165467625899281,0.23741007194244604,0.22302158273381295
B2RXH8,-0.9546075085324236,0.32081911262798635,0.051194539249146756,-8.09685155040279,5.286674308776854,293,48.61467576791807,-0.9546075085324236,32071.93510000002,0.20477815699658702,0.28668941979522183,0.23890784982935154
B7ZW38,-0.9119453924914681,0.32764505119453924,0.04778156996587031,-6.121041933566531,5.484246635437012,293,42.437883959044356,-0.9119453924914681,32029.08760000004,0.2081911262798635,0.2764505119453925,0.2354948805460751
B9A064,-0.4037383177570094,0.17757009345794392,0.07009345794392523,5.722896183231555,9.080710411071777,214,63.329485981308416,-0.4037383177570094,23062.982100000005,0.24766355140186913,0.32242990654205606,0.23364485981308408
F6WE04,-0.23127272727272763,0.23636363636363636,0.1109090909090909,0.5906893087231992,7.17190990447998,550,46.57710909090915,-0.23127272727272763,63180.36500000007,0.32545454545454544,0.20181818181818184,0.32000000000000006
H0Y8K0,-0.3762008733624457,0.25327510917030566,0.06331877729257641,14.11790404867191,9.42735691070557,458,41.734519650655,-0.3762008733624457,50036.57340000005,0.25764192139737996,0.22707423580786024,0.26200873362445415
O00294,-1.0496309963099624,0.35608856088560886,0.05350553505535055,18.945036862962354,9.488150596618652,542,57.22066420664221,-1.0496309963099624,60608.745700000116,0.19557195571955718,0.25830258302583026,0.2822878228782288
O00299,-0.2838174273858923,0.2572614107883817,0.08713692946058091,-8.245502956701017,5.086544227600096,241,36.957261410788384,-0.2838174273858923,26922.40200000002,0.3112033195020747,0.2074688796680498,0.3112033195020747
O00391,-0.19143239625167327,0.2101740294511379,0.09370816599732262,16.29752930808185,9.128481483459474,747,48.049812583668164,-0.19143239625167327,82576.73130000045,0.2958500669344043,0.24096385542168675,0.3078982597054886
O00443,-0.30213523131672376,0.23013048635824437,0.0889679715302491,10.743765334158553,8.248681449890139,1686,43.112935943060805,-0.30213523131672376,190677.2659000001,0.31909845788849345,0.22835112692763937,0.2508896797153025
O14556,-0.20980392156862776,0.20833333333333334,0.07107843137254902,3.268779325610808,8.38528995513916,408,38.99313725490194,-0.20980392156862776,44500.64460000007,0.2867647058823529,0.2647058823529412,0.22303921568627452
O14734,-0.29122257053291567,0.2006269592476489,0.0877742946708464,0.6833059499433176,7.223860740661622,319,52.93730407523511,-0.29122257053291567,35913.83010000004,0.29780564263322884,0.23197492163009403,0.2445141065830721
O14791,-0.23919597989949767,0.24874371859296482,0.06281407035175879,-6.901829037951998,5.596901512145995,398,34.91834170854269,-0.23919597989949767,43973.65980000004,0.3065326633165829,0.22613065326633164,0.3241206030150754
O15217,-0.16486486486486487,0.24774774774774774,0.0945945945945946,1.0573002561368483,7.89146213531494,222,51.07612612612613,-0.16486486486486487,25703.782700000014,0.36936936936936937,0.18468468468468469,0.2927927927927928
O43866,-0.4426512968299714,0.24495677233429394,0.06628242074927954,-12.815869967611832,5.282581901550292,347,43.05878962536025,-0.4426512968299714,38087.44850000004,0.2507204610951009,0.2507204610951009,0.21037463976945245
O60307,-0.5110771581359815,0.24446142093200918,0.058823529411764705,6.769714273162634,8.237657356262208,1309,68.0129946524067,-0.5110771581359815,143135.5854000008,0.2452253628724217,0.30939648586707413,0.2597402597402597
O60641,-0.05766262403528145,0.14884233737596472,0.060639470782800436,-28.73960658006935,4.691058540344237,907,51.6012127894159,-0.05766262403528145,92501.0829000009,0.21609702315325247,0.3153252480705623,0.3031973539140022
O60664,-0.385253456221198,0.22580645161290322,0.03686635944700461,-11.743023117963148,5.29565486907959,434,46.28594470046082,-0.385253456221198,47074.4140000001,0.25115207373271886,0.2142857142857143,0.29723502304147464
O60812,-0.9576791808873725,0.3378839590443686,0.051194539249146756,-13.175042531891421,4.9306348800659165,293,48.10170648464162,-0.9576791808873725,32141.993700000032,0.20477815699658702,0.27303754266211605,0.24914675767918087
O60814,-0.7174603174603178,0.30158730158730157,0.05555555555555555,17.75985774476208,10.314570808410643,126,43.54047619047617,-0.7174603174603178,13889.969199999981,0.2222222222222222,0.23015873015873015,0.23809523809523808
O75157,-0.33064102564102504,0.12307692307692308,0.026923076923076925,-21.51402686570877,4.896133613586425,780,70.7201410256415,-0.33064102564102504,79227.30270000033,0.19487179487179487,0.367948717948718,0.24615384615384617
O75161,-0.2339410939691434,0.19985974754558206,0.0694249649368864,11.388131041633955,8.402567481994634,1426,53.442230014025625,-0.2339410939691434,157596.213,0.29873772791023845,0.2517531556802244,0.2517531556802244
O75368,-0.691228070175439,0.2631578947368421,0.10526315789473684,-2.4744837374077733,5.219945335388182,114,49.8736842105263,-0.691228070175439,12774.089899999986,0.2543859649122807,0.2543859649122807,0.2894736842105263
O75390,-0.16459227467811172,0.19527896995708155,0.08798283261802575,3.8140638152619886,8.44924259185791,466,22.397424892703874,-0.16459227467811172,51711.82530000004,0.315450643776824,0.23819742489270385,0.296137339055794
O75636,-0.4468227424749168,0.1939799331103679,0.10367892976588629,-3.669037148051153,6.2021799087524405,299,51.397993311036785,-0.4468227424749168,32902.610500000024,0.274247491638796,0.3210702341137124,0.26086956521739135
O75874,-0.39178743961352636,0.2560386473429952,0.09903381642512077,-1.7091562003892733,6.5327554702758786,414,28.157246376811578,-0.39178743961352636,46658.75980000006,0.2971014492753623,0.2028985507246377,0.24396135265700486
O76027,-0.24289855072463795,0.2318840579710145,0.05797101449275362,-6.038232206014442,5.533867073059081,345,43.34289855072462,-0.24289855072463795,38363.09940000002,0.2985507246376812,0.17971014492753623,0.31304347826086953
O95445,-0.2585106382978724,0.19680851063829788,0.10638297872340424,-5.003879343506359,5.659822273254394,188,45.2170744680851,-0.2585106382978724,21253.0633,0.2978723404255319,0.23936170212765956,0.28191489361702127
P00338,-0.006325301204819217,0.22590361445783133,0.06325301204819277,3.095757032399348,8.44331150054932,332,24.78795180722891,-0.006325301204819217,36688.292800000025,0.34939759036144574,0.22891566265060243,0.25
P00450,-0.5359624413145535,0.23849765258215963,0.1267605633802817,-38.89986046754292,5.439912223815917,1065,39.38453521126781,-0.5359624413145535,122217.74520000043,0.30985915492957744,0.22629107981220659,0.21784037558685443
P00488,-0.39139344262295067,0.24453551912568305,0.10382513661202186,-12.245310249358624,5.685229301452637,732,37.40400273224053,-0.39139344262295067,83267.30020000032,0.31830601092896177,0.23087431693989074,0.2103825136612022
P00505,-0.20581395348837236,0.2186046511627907,0.09302325581395349,10.431330470163829,9.136540031433107,430,25.53418604651162,-0.20581395348837236,47517.10130000001,0.2930232558139535,0.2255813953488372,0.25813953488372093
P00519,-0.5971681415929205,0.24601769911504426,0.06371681415929203,15.641406775839528,8.841468238830569,1130,52.05921238938084,-0.5971681415929205,122871.08440000105,0.2327433628318584,0.2991150442477876,0.2663716814159292
P00558,-0.07793764988009591,0.24700239808153476,0.05755395683453237,2.922514628160272,8.302319145202638,417,27.260671462829723,-0.07793764988009591,44614.18980000003,0.28776978417266186,0.24940047961630696,0.28776978417266186
P00734,-0.5392282958199346,0.25562700964630225,0.09003215434083603,-12.48639917997761,5.636802482604979,622,40.87766881028953,-0.5392282958199346,70036.1126000002,0.26688102893890675,0.23311897106109325,0.24598070739549838
P00736,-0.5099290780141831,0.2198581560283688,0.11631205673758865,-12.099442059954114,5.824655342102051,705,42.902609929078174,-0.5099290780141831,80117.67190000026,0.2936170212765957,0.24964539007092199,0.2070921985815603
P00738,-0.4211822660098527,0.2315270935960591,0.09113300492610837,-5.442946228554831,6.126356697082519,406,32.934482758620675,-0.4211822660098527,45204.77770000008,0.30049261083743845,0.22413793103448276,0.22413793103448276
P00739,-0.30689655172413843,0.21264367816091953,0.10057471264367815,-1.515694475134076,6.631882667541505,348,32.36063218390803,-0.30689655172413843,39029.10230000006,0.3247126436781609,0.22126436781609196,0.22701149425287356
P00740,-0.3772234273318873,0.2386117136659436,0.09544468546637744,-13.767538911539994,5.337374687194824,461,38.873101952277665,-0.3772234273318873,51777.89359999999,0.29067245119305857,0.23861171366594358,0.21475054229934923
P00742,-0.5797131147540974,0.2725409836065574,0.08401639344262296,-8.846023552399615,5.680739021301269,488,40.952069672131145,-0.5797131147540974,54731.13520000006,0.24795081967213117,0.22336065573770492,0.2459016393442623
P00746,-0.09920948616600782,0.20948616600790515,0.03557312252964427,1.4059986343302953,7.6464017868042,253,45.639130434782594,-0.09920948616600782,27032.63710000001,0.2766798418972332,0.2411067193675889,0.2924901185770751
P00748,-0.41105691056910476,0.183739837398374,0.07804878048780488,6.534247656312033,8.035742378234861,615,47.49642276422776,-0.41105691056910476,67791.41990000034,0.24227642276422764,0.25365853658536586,0.24552845528455286
P00751,-0.501047120418847,0.24214659685863874,0.08769633507853403,-2.067970590419492,6.667293357849122,764,43.55082460732999,-0.501047120418847,85531.90790000038,0.28795811518324604,0.25130890052356025,0.19895287958115182
P01008,-0.2782327586206895,0.2629310344827586,0.09482758620689655,-2.0584675210906127,6.321030235290528,464,39.480215517241376,-0.2782327586206895,52601.82600000009,0.3125,0.21767241379310345,0.27370689655172414
P01011,-0.0652482269503547,0.22695035460992907,0.08747044917257683,-11.67038320111024,5.327825736999511,423,42.12460992907799,-0.0652482269503547,47650.30210000006,0.33096926713947994,0.19148936170212766,0.3215130023640662
P01019,0.10483193277310884,0.17016806722689076,0.07773109243697479,-10.269794928928,5.682159996032715,476,39.087184873949596,0.10483193277310884,52069.30510000011,0.33193277310924374,0.20588235294117646,0.31512605042016806
P01023,-0.19504748982360876,0.19810040705563092,0.08751696065128901,-19.05382929997998,6.027684211730956,1474,36.37940298507488,-0.19504748982360876,163289.03199999995,0.3175033921302578,0.24151967435549526,0.24830393487109906
P01024,-0.3202645820805762,0.24533974744437764,0.08057726999398677,-15.96301544008827,6.0151796340942365,1663,42.47319302465459,-0.3202645820805762,187145.84729999956,0.3132892363199038,0.21046301864101022,0.24954900781719785
P01031,-0.1763723150357991,0.21897374701670644,0.10202863961813843,-14.72292148613883,6.107031440734862,1676,36.99841885441556,-0.1763723150357991,188302.99459999983,0.3412887828162291,0.22613365155131265,0.22911694510739855
P01042,-0.7572981366459615,0.2391304347826087,0.07453416149068323,-7.8913272138454715,6.335183143615722,644,41.07114906832308,-0.7572981366459615,71956.5591000003,0.2329192546583851,0.2562111801242236,0.18322981366459626
P01591,-0.33773584905660375,0.27672955974842767,0.06289308176100629,-6.280939344968189,5.115532112121582,159,48.68364779874213,-0.33773584905660375,18098.399899999986,0.3018867924528302,0.18238993710691825,0.2138364779874214
P01593,-0.205982905982906,0.1452991452991453,0.09401709401709402,-3.523792279881519,4.5278169631958,117,47.550427350427334,-0.205982905982906,12848.330499999985,0.29914529914529914,0.29059829059829057,0.2222222222222222
P01594,-0.205982905982906,0.1452991452991453,0.09401709401709402,-3.523792279881519,4.5278169631958,117,47.550427350427334,-0.205982905982906,12848.330499999985,0.29914529914529914,0.29059829059829057,0.2222222222222222
P01597,-0.1307692307692308,0.1282051282051282,0.09401709401709402,2.470014975525733,8.905485343933105,117,60.815384615384616,-0.1307692307692308,12737.324699999986,0.29059829059829057,0.3076923076923077,0.22222222222222224
P01599,-0.21111111111111105,0.1452991452991453,0.09401709401709402,2.560988626852531,8.929983329772952,117,65.91111111111111,-0.21111111111111105,12778.384799999989,0.28205128205128205,0.3076923076923077,0.2222222222222222
P01601,-0.08119658119658121,0.1282051282051282,0.10256410256410257,0.4629344472999346,7.618266487121583,117,52.221367521367526,-0.08119658119658121,12730.308799999988,0.29059829059829057,0.2991452991452992,0.23076923076923078
P01602,-0.1213675213675214,0.13675213675213677,0.10256410256410256,1.4708474353009429,8.486376380920412,117,49.03076923076923,-0.1213675213675214,12781.41529999999,0.29914529914529914,0.2991452991452992,0.23076923076923078
P01611,0.006837606837606802,0.1111111111111111,0.10256410256410256,0.47203297732373706,7.685734367370606,117,58.6068376068376,0.006837606837606802,12620.239399999988,0.29059829059829057,0.3162393162393162,0.2222222222222222
P01614,-0.12148760330578522,0.17355371900826447,0.09090909090909091,-5.504480902663882,4.433577919006347,121,53.524793388429764,-0.12148760330578522,13309.967799999991,0.3223140495867769,0.30578512396694213,0.2396694214876033
P01615,-0.06250000000000012,0.125,0.08333333333333333,-1.4262799212752482,5.6080419540405275,120,53.81250000000001,-0.06250000000000012,12956.60389999999,0.31666666666666665,0.35,0.24166666666666667
P01619,-0.13017241379310346,0.13793103448275862,0.10344827586206896,-2.50796494542426,4.8532201766967775,116,45.65517241379308,-0.13017241379310346,12556.96209999999,0.3017241379310345,0.31034482758620685,0.25862068965517243
P01624,-0.08086956521739133,0.11304347826086956,0.10434782608695653,-1.5091974664049443,5.144576835632324,115,49.580000000000005,-0.08086956521739133,12495.94839999999,0.2956521739130435,0.29565217391304344,0.2782608695652174
P01699,-0.24444444444444446,0.10256410256410256,0.07692307692307693,-2.436973371549464,4.942684745788574,117,42.44273504273502,-0.24444444444444446,12201.30109999999,0.24786324786324787,0.3931623931623932,0.2136752136752137
P01700,-0.2128205128205128,0.1111111111111111,0.09401709401709402,-1.4389813734474677,5.553192329406738,117,42.66837606837605,-0.2128205128205128,12283.446199999988,0.26495726495726496,0.3846153846153846,0.2136752136752137
P01701,-0.17350427350427344,0.10256410256410256,0.07692307692307693,-0.452671826718686,6.504165458679199,117,45.45555555555554,-0.17350427350427344,12248.546399999985,0.2649572649572649,0.37606837606837606,0.1794871794871795
P01703,-0.19067796610169493,0.1016949152542373,0.08474576271186442,-2.351797185292879,5.39284954071045,118,52.302542372881334,-0.19067796610169493,12301.46149999999,0.2627118644067797,0.3728813559322034,0.211864406779661
